record_id,service,agency,agency_code,category,requirements,fees_summary,steps_summary,processing_time,source_url,last_verified
SVC-043,Tourist Facility & Hotel Operating Licence,Zimbabwe Tourism Authority,DCIP,business_registration,Company Incorporation Documents; Municipal Shop / Operating Licence; City Health Sanitation Certificate; Fire Brigade Safety Clearance; ZIMRA Tax Clearance Certificate; Completed ZTA Form 1,Designated Tourist Facility Licence Fee: $150,"Submit ZTA Form 1 to Zimbabwe Tourism Authority Licensing Department | Attach local authority operating licence, fire clearance, and health certificate | ZTA Quality Assurance Inspectors perform physical room and hygiene grading inspection | Facility assigned star rating / tourist facility classification | Pay annual ZTA tourism licence fee and receive ZTA Registration Certificate",14-30 calendar days,https://www.zimbabwetourism.net/,2026-07-31
SVC-044,Foreign Qualification Assessment & Equivalence Certificate,Zimbabwe Council for Higher Education,CIVREG,civil_registration,Original Degree / Diploma Certificate from Foreign Institution; Official Academic Transcripts (sealed / certified); National Identity Card or Passport Copy; English Translation (if original documents are in foreign language); Application Form ZIMCHE 1,Foreign Qualification Equivalence Assessment Fee: $100,Submit Form ZIMCHE 1 along with certified degree certificates and transcripts to ZIMCHE HQ | Pay $100 qualification assessment fee | ZIMCHE Qualifications Framework Committee verifies accreditation status of foreign university | Academic equivalence mapping against Zimbabwe National Qualifications Framework (ZNQF) | Issuance of official ZIMCHE Certificate of Equivalence,14-21 working days,https://www.zimche.ac.zw/,2026-07-31
SVC-045,Private Vocational & Training College Registration,Ministry of Higher and Tertiary Education,DCIP,business_registration,Company Incorporation / Trust Registration Certificate; Curriculum and Syllabus Details conforming to HEXCO standards; Tutor & Lecturer Qualifications (Minimum Higher National Diploma / Bachelor's Degree); City Health and Fire Safety Clearance Certificates; Physical Classroom & Workshop Infrastructure Approval,Private College Inspection Fee: $150; Annual HEXCO College Registration Fee: $500,"Submit Application Form HT-1 to Ministry of Higher & Tertiary Education (HEXCO Secretariat) | Attach company incorporation documents, lecturer CVs, and curriculum syllabus | Ministry Quality Assurance Committee conducts physical inspection of classrooms and labs | Pay annual HEXCO college registration fee ($500) | Issuance of Certificate of Registration for Private Tertiary Institution",30-60 calendar days,https://www.mhtestd.gov.zw/,2026-07-31
SVC-046,Medical Practitioner Annual Practising Certificate,Medical and Dental Practitioners Council of Zimbabwe,CIVREG,civil_registration,MBChB / Medical Degree Certificate; Internship Completion Certificate from Teaching Hospital; Good Standing Certificate from previous council; CPD Points Credit Summary; Form MDPCZ 1,General Medical Practitioner Annual Practising Fee: $150; Specialist Medical Practitioner Annual Fee: $300,Submit Form MDPCZ 1 and credentials to MDPCZ Registrar | Credentials Committee verifies medical degree and internship logbook | Pay annual practising fee ($150 GP / $300 Specialist) | Receive MDPCZ Practising Certificate and entry into Official Medical Register,7-14 working days,https://www.mdpcz.co.zw/,2026-07-31
SVC-047,Pharmacy Retail Operating Licence,Pharmacists Council of Zimbabwe,POTRAZ,postal_licensing,Registered Pharmacist Retention Certificate; Premises Floor Plan conforming to Pharmacy Regulations; MCAZ Storage Approval; Company Incorporation Documents,Retail Pharmacy Premises Licence Fee: $500,Submit Retail Pharmacy Premises Application to Pharmacists Council | Council Inspector performs physical layout and security audit | Verify registered Supervising Pharmacist presence | Pay annual retail licence fee ($500) | Issuance of Pharmacists Council Retail Pharmacy Licence,14-30 calendar days,https://www.pcz.co.zw/,2026-07-31
SVC-048,Legal Practitioner Admission & Practising Certificate,Law Society of Zimbabwe,CIVREG,civil_registration,Bachelor of Laws (LLBS) Degree Certificate; Council of Legal Education (CLE) Professional Examination Certificate; High Court Admission Order; Police Clearance Certificate,Law Society Initial Practising Certificate Fee: $300; Fidelity Guarantee Fund Contribution: $200,"Pass Council of Legal Education professional examinations | Petition High Court of Zimbabwe for formal admission as Legal Practitioner, Notary Public & Conveyancer | Submit High Court Admission Order to Law Society of Zimbabwe Secretariat | Pay practising certificate fee ($300) and Fidelity Fund bond | Receive Law Society Practising Certificate",14-21 working days,https://www.lawsociety.org.zw/,2026-07-31
SVC-049,Estate Agent Registration & Practising Certificate,Estate Agents Council of Zimbabwe,DCIP,business_registration,Real Estate Degree / Diploma; Passed EACZ Board Examination; Fidelity Guarantee Fund Security Bond; Company Registration & Tax Clearance Documents,Estate Agent Registration Fee: $200; Annual Practising Certificate Fee: $300,Pass EACZ Board examination | Deposit Fidelity Guarantee Fund bond into designated trust account | Submit Form EAC 1 with professional qualifications to Council Secretariat | Council audits trust account compliance | Receive Registered Estate Agent Certificate,14-30 calendar days,https://www.eacz.co.zw/,2026-07-31
SVC-050,Commercial Broadcasting Station License,Broadcasting Authority of Zimbabwe,POTRAZ,postal_licensing,Registered Zimbabwean Company (minimum 51% local shareholding); Technical Spectrum Frequency Allocation Plan; Local Content Commitments (minimum 75% local content); Public Notice in National Newspapers,Broadcasting License Application Fee: $2500; Annual Commercial Radio / TV Operating Fee: $15000,"Respond to BAZ call for broadcasting license applications in Gazette | Submit technical spectrum proposal and financial plan | BAZ conducts public hearings for shortlisted applicants | Board awards spectrum frequency allocation | Pay initial annual broadcasting licence fee ($15,000) and receive BAZ Licence Certificate",90-180 calendar days,https://www.baz.co.zw/,2026-07-31
SVC-051,Webcasting & Content Provider License,Broadcasting Authority of Zimbabwe,POTRAZ,postal_licensing,Company Incorporation Documents; Online Channel Topology & Streaming Server Details; Copyright & Intellectual Property Clearances; Application Form BAZ 3,Webcasting Application Processing Fee: $500; Annual Webcasting Operating Licence Fee: $2000,"Submit Form BAZ 3 to BAZ Secretariat with channel details | Pay $500 application processing fee | Technical Committee audits online streaming architecture and content classification | Pay annual webcasting operating licence fee ($2,000) | Receive BAZ Webcasting & Online Content Provider License",30-45 calendar days,https://www.baz.co.zw/,2026-07-31
SVC-052,Building Contractor Registration & Category Grading,Ministry of National Housing and Public Works,DCIP,business_registration,Company Incorporation Documents; Proof of Technical Staff Qualifications (Civil Engineers/Architects/Quantity Surveyors); Company Machinery & Construction Equipment Inventory; Past Completed Construction Project Audits,Category Category A Unlimited Building Contractor Licence: $1500; Category E Small Building Contractor Licence: $250,"Submit Building Contractor Registration Form to Ministry of Public Works (CIPC) | Attach engineer CVs, machinery ownership deeds, and past contract certificates | Ministry Inspection Board audits equipment inventory and office premises | Assign Contractor Category Grade (Category A to E) | Receive Building Contractor Registration Certificate",30-45 calendar days,https://www.mnhpw.gov.zw/,2026-07-31
SVC-053,Land Surveying & Title Plan Approval,Department of the Surveyor General,CIVREG,civil_registration,Approved Subdivision Permit from Local Planning Authority; Boundary Survey Diagram prepared by Registered Land Surveyor; Beacon Inspection Log; Application Form SG 1,Survey Diagram Examination & Title Plan Approval Fee: $50,Engage Registered Land Surveyor to execute field beacon survey | Surveyor submits survey records and diagram to Department of the Surveyor General | Surveyor General examination office verifies mathematical computations and boundary GIS alignment | Surveyor General approves and signs General Plan / Title Diagram | Diagram forwarded to Deeds Registry for Title Deed issuance,30-60 calendar days,https://www.lands.gov.zw/,2026-07-31
SVC-054,Seed Producer & Distributor Registration,Seed Services Institute,DCIP,business_registration,Company Incorporation & Tax Registration; Proof of Qualified Breeder / Agronomist Staff; Seed Processing & Packaging Facility Details; Sample Laboratory Germination Clearance,Seed Merchant Registration Fee: $300; Annual Seed Distribution Inspection Fee: $200,Submit Application to Seed Services Institute (Ministry of Agriculture) | Attach breeder qualifications and facility inspection details | Inspectors audit seed processing plant and germination test laboratories | Pay annual seed merchant licence fee ($300) | Issuance of Registered Seed Merchant Certificate,14-30 calendar days,https://www.seedservices.gov.zw/,2026-07-31
SVC-055,Commercial Fertilizer & Pesticide Registration,Department of Research & Specialist Services,DCIP,business_registration,Chemical Efficacy Trial Results from Recognized Research Station; Material Safety Data Sheet (MSDS); Toxicology & Environmental Hazard Assessment; Application Form F1 / P1,Fertilizer / Pesticide Registration Fee: $400,Submit chemical formulation details and Form F1/P1 to Fertilizer & Pesticides Registrar | Commission 2-season efficacy trials at DR&SS research stations | Review of toxicology and environmental safety profile | Pay 3-year chemical registration fee ($400) | Receive Certificate of Registration for Agricultural Chemical,60-120 calendar days,https://www.drss.gov.zw/,2026-07-31
SVC-056,Private Voluntary Organization (PVO / NGO) Registration,PVO Board / Ministry of Public Service,CIVREG,civil_registration,Proposed PVO Constitution; List of Board of Trustees with National IDs; Police Clearance Certificates for all Trustees; District Development Coordinator (DDC) Clearance Letter; Form PVO 1 & Proof of Newspaper Advertisement,PVO Application Fee: $20; PVO Registration Certificate Fee: $100,Draft NGO constitution specifying non-profit humanitarian objectives | Publish notice of intention to register in 2 national newspapers for 21-day public notice | Submit Form PVO 1 with trustee police clearances to DDC / Provincial Office | PVO Board evaluates application and security clearances | Minister approves and issues PVO Registration Certificate,60-90 calendar days,https://www.mpslsw.gov.zw/,2026-07-31
